,external_gene_name,ate,lower_bound,upper_bound
ENSG00000123095.5,BHLHE41,7.4457,2.9457,11.745999999999999
ENSG00000136810.11,TXN,7.0833,0.38328,14.083
ENSG00000158062.19,UBXN11,7.046,2.346,12.345999999999998
ENSG00000169692.11,AGPAT2,6.984,2.2840000000000003,11.184000000000001
ENSG00000115919.13,KYNU,6.93,0.42999,14.03
ENSG00000087253.10,LPCAT2,6.5828,2.3828,11.183
ENSG00000173221.12,GLRX,6.5334,2.0334,11.033
ENSG00000186074.17,CD300LF,6.5042,2.0042,10.804
ENSG00000168961.15,LGALS9,6.4329,0.63288,12.533
ENSG00000162736.14,NCSTN,6.4068,1.8068,11.107000000000001
ENSG00000224397.4,PELATON,6.0575,2.0575,10.158
ENSG00000171812.9,COL8A2,5.9879999999999995,2.188,10.187999999999999
ENSG00000100284.19,TOM1,5.8518,1.1518,10.752
ENSG00000140379.7,BCL2A1,5.8237,0.82373,10.224
ENSG00000125912.9,NCLN,5.656000000000001,1.3559999999999999,10.456
ENSG00000100997.17,ABHD12,5.6315,1.7315,9.6315
ENSG00000103855.16,CD276,5.5887,0.78868,10.489
ENSG00000122378.12,PRXL2A,5.5844,1.2844,9.5844
ENSG00000108602.16,ALDH3A1,5.5187,0.91869,18.719
ENSG00000106683.13,LIMK1,5.1956,0.4956,10.096
ENSG00000130559.17,CAMSAP1,4.9776,0.47757,9.7776
ENSG00000103066.11,PLA2G15,4.9705,1.0705,8.5705
ENSG00000156711.15,MAPK13,4.8765,-0.4235,9.5765
ENSG00000090487.9,SPG21,4.8464,0.24636999999999998,9.2464
ENSG00000128604.17,IRF5,4.7698,1.0698,8.9698
ENSG00000170909.12,OSCAR,4.7228,0.62283,9.6228
ENSG00000139629.14,GALNT6,4.7,1.8,7.6
ENSG00000160211.14,G6PD,4.5833,1.1833,8.4833
ENSG00000124198.8,ARFGEF2,4.5473,-0.65267,9.6473
ENSG00000141664.8,ZCCHC2,4.5157,0.7156600000000001,8.5157
ENSG00000188089.12,PLA2G4E,4.439,1.739,7.439
ENSG00000111424.9,VDR,4.3425,1.0425,7.5425
ENSG00000090674.14,MCOLN1,4.181,1.181,7.381
ENSG00000108932.10,SLC16A6,4.0654,0.86541,7.4654
ENSG00000164935.5,DCSTAMP,3.9459,0.84593,7.0459
ENSG00000130204.11,TOMM40,3.9342,1.3342,7.0342
ENSG00000185436.10,IFNLR1,3.907,1.0070000000000001,7.307
ENSG00000102393.8,GLA,3.8746,0.074597,7.4746
ENSG00000134668.11,SPOCD1,3.8079,0.80791,7.1079
ENSG00000119514.6,GALNT12,3.8032,1.1032,6.5032
ENSG00000164687.9,FABP5,3.7018,0.5017699999999999,7.2018
ENSG00000063438.15,AHRR,3.7001,2.2001,5.2001
ENSG00000184730.9,APOBR,3.6998,0.49981000000000003,7.2998
ENSG00000181045.13,SLC26A11,3.6777,0.67772,7.2777
ENSG00000182117.5,NOP10,3.5925,-0.30746999999999997,7.6925
ENSG00000128524.4,ATP6V1F,3.4355,0.23549,6.5355
ENSG00000076944.13,STXBP2,3.3602,0.4602,6.5602
ENSG00000169026.11,SLC49A3,3.3129,1.0129,5.7129
ENSG00000163719.17,MTMR14,3.1567,-0.5433100000000001,7.0567
ENSG00000258227.5,CLEC5A,3.0662,0.76618,5.5662
ENSG00000147614.3,ATP6V0D2,2.8433,0.44332,6.1433
ENSG00000128973.10,CLN6,2.5327,0.23265999999999998,4.8327
ENSG00000196072.10,BLOC1S2,2.4777,0.077652,4.9777
ENSG00000116675.14,DNAJC6,2.3878,1.0878,3.6878
ENSG00000109066.12,TMEM104,2.3782,0.37815,4.5782
ENSG00000167977.7,KCTD5,2.3569,0.1569,4.7569
ENSG00000173599.12,PC,2.335,0.43501000000000006,4.235
ENSG00000101194.16,SLC17A9,2.2643,0.5643,4.2643
ENSG00000167850.3,CD300C,2.2245,0.32450999999999997,4.3245
ENSG00000141497.12,ZMYND15,2.1895,0.38954,3.9895
ENSG00000143355.14,LHX9,2.1379,0.6379,3.8379
ENSG00000232973.10,CYP1B1-AS1,2.1213,0.62128,3.9213
ENSG00000133246.10,PRAM1,2.1105,0.41053,3.9105
ENSG00000183044.10,ABAT,2.0675,-0.63254,4.7675
ENSG00000115008.5,IL1A,2.0408,0.040812,4.8408
ENSG00000248318.1,AC104958.1,2.0327,0.4327,3.8327
ENSG00000154165.4,GPR15,2.0274,1.0274,3.0274
ENSG00000095209.10,TMEM38B,2.0088,0.90884,3.1088
ENSG00000137976.7,DNASE2B,1.9161,0.11607999999999999,4.1161
ENSG00000142655.11,PEX14,1.8633,0.26328,3.3633
ENSG00000177301.12,KCNA2,1.7599,0.5599,3.0599
ENSG00000129450.7,SIGLEC9,1.7598,-0.14025,3.8598
ENSG00000006016.9,CRLF1,1.7102,0.21019000000000002,3.7102
ENSG00000088538.12,DOCK3,1.6934,0.39336,3.0934
ENSG00000111181.11,SLC6A12,1.6278,0.32783,2.9278
ENSG00000069812.10,HES2,1.6178,0.6177699999999999,2.6178
ENSG00000187840.4,EIF4EBP1,1.6152,0.2152,2.8152
ENSG00000226673.1,LINC01108,1.5705,0.37051999999999996,2.8705
ENSG00000161642.16,ZNF385A,1.5483,0.04827,3.2483
ENSG00000227036.5,LINC00511,1.349,0.449,2.349
ENSG00000100344.9,PNPLA3,1.3031,0.30306,2.3031
ENSG00000236700.4,LINC01010,1.2812,0.18123,2.6812
ENSG00000126106.12,TMEM53,1.2262,0.32621,2.2262
ENSG00000140465.12,CYP1A1,1.2145,0.21445999999999998,4.1145
ENSG00000244482.8,LILRA6,1.214,0.11400999999999999,2.414
ENSG00000148803.10,FUOM,1.2026,0.0026065000000000003,2.5026
ENSG00000104205.11,SGK3,1.1114,0.011419,2.2114
ENSG00000225026.1,AC091492.1,1.0892,0.28918,1.8892
ENSG00000129824.14,RPS4Y1,0.9675,-7.4325,10.267999999999999
ENSG00000171658.7,NMRAL2P,0.95465,0.35465,1.4546
ENSG00000262406.2,MMP12,0.92814,0.22814,1.6281
ENSG00000141505.10,ASGR1,0.92661,0.026614,1.8266
ENSG00000158477.6,CD1A,0.8579700000000001,0.15797,1.758
ENSG00000167105.6,TMEM92,0.82284,0.12284,1.5228
ENSG00000177465.4,ACOT4,0.81228,0.11227999999999999,1.5123
ENSG00000143105.6,KCNA10,0.81218,0.21218,1.5122
ENSG00000177602.5,HASPIN,0.764,0.16399999999999998,1.364
ENSG00000226608.3,FTLP3,0.75354,-0.046465,1.4535
ENSG00000140505.6,CYP1A2,0.73929,0.039288,1.8393
ENSG00000250290.1,NCAPGP1,0.7368399999999999,0.23684000000000002,1.2368
ENSG00000196611.4,MMP1,0.58921,-0.6107899999999999,1.6892
ENSG00000183773.14,AIFM3,0.58513,0.18513,1.0851
ENSG00000203446.2,SUGCT-AS1,0.5298,0.029799000000000003,1.0298
ENSG00000166866.11,MYO1A,0.52361,0.023609,1.0236
ENSG00000184408.8,KCND2,0.5180899999999999,0.018094,1.0181
ENSG00000167083.5,GNGT2,0.49973999999999996,-0.0002617,0.99974
ENSG00000259668.4,AC066613.1,0.47523000000000004,-0.024773,0.9752299999999999
ENSG00000172156.3,CCL11,0.45443,-0.14557,1.0544
ENSG00000246740.2,PLA2G4E-AS1,0.40133,0.10132999999999999,0.80133
ENSG00000248360.6,LINC00504,0.38532,-0.014681999999999999,0.78532
ENSG00000185640.5,KRT79,0.36486999999999997,0.06487000000000001,0.66487
ENSG00000248803.1,AC092349.1,0.33161999999999997,-0.06837599999999999,0.7316199999999999
ENSG00000268849.4,SIGLEC22P,0.3251,0.1251,0.5251
ENSG00000237346.1,AL080313.2,0.31876,0.018759,0.7187600000000001
ENSG00000263718.2,SEPTIN9-DT,0.3157,0.015694999999999997,0.6157
ENSG00000111344.10,RASAL1,0.30822,0.0082241,0.60822
ENSG00000197403.3,OR6N1,0.28768,-0.012315000000000001,0.58768
ENSG00000186451.1,SPATA12,0.24570999999999998,0.045711,0.44571000000000005
ENSG00000229160.1,AC009229.2,0.24441,0.044409,0.44441
ENSG00000180433.4,OR6K6,0.24099,-0.059013,0.54099
ENSG00000224034.1,LINC02561,0.23242,0.032417,0.43241999999999997
ENSG00000234540.1,AL080313.1,0.2271,0.027096,0.4271
ENSG00000203757.1,OR6K3,0.21325,0.013249,0.51325
ENSG00000279141.2,LINC01451,0.19899999999999998,-0.0010006,0.499
ENSG00000203724.9,C1orf53,0.19441,-0.0055916,0.39441
ENSG00000232368.1,FTLP2,0.16065,-0.039348,0.36065
ENSG00000230479.1,AP000695.1,0.15946,-0.04054,0.35946
ENSG00000180437.5,OR6K4P,0.15538,-0.044619,0.35538000000000003
ENSG00000219986.2,BTF3P7,0.15327000000000002,-0.046731,0.35327
ENSG00000226949.1,OR6K5P,0.15128,-0.048717,0.35128000000000004
ENSG00000272555.1,AC009974.1,0.14112,-0.058883000000000005,0.34112
ENSG00000180409.3,OR10AA1P,0.13706,-0.062936,0.33705999999999997
ENSG00000229162.1,RUNX3-AS1,0.13565,-0.064348,0.33565
ENSG00000259760.1,AC015660.2,0.13551,-0.064489,0.43551000000000006
ENSG00000233818.1,AP000695.2,0.13272,-0.06727799999999999,0.33271999999999996
ENSG00000273789.1,,0.11345,0.013453,0.21345
ENSG00000154975.12,CA10,0.10005,4.7513000000000004e-05,0.20005
ENSG00000233041.7,PHGR1,0.096372,-0.0036275999999999995,0.19637000000000002
ENSG00000270980.1,AC060764.1,0.088375,-0.011625,0.18838
ENSG00000188340.1,OR6N2,0.083771,-0.016229,0.18377000000000002
ENSG00000262358.1,AC116914.1,0.077239,-0.022761,0.17724
ENSG00000257797.1,AC039056.1,0.077013,-0.022987,0.17701
ENSG00000253230.5,MIR124-1HG,0.074672,-0.025328,0.17467
ENSG00000225315.2,AL591178.1,0.07169199999999999,-0.028308,0.17169
ENSG00000281882.1,,0.070089,-0.029911,0.17009000000000002
ENSG00000243040.5,RBMY2FP,0.063427,-0.036573,0.16343
ENSG00000237691.1,IFNWP2,0.055308,-0.044692,0.15531
ENSG00000229724.1,OR2AQ1P,0.052114,-0.047886,0.15211
ENSG00000214278.4,AC010442.1,0.049204000000000005,-0.050796,0.1492
ENSG00000250645.1,AC010442.2,0.044817,-0.055183,0.14482
ENSG00000224995.1,LINC01526,0.040258999999999996,-0.059740999999999995,0.14026
ENSG00000237941.2,KCNQ1DN,-0.021746,-0.12175,0.07825399999999999
ENSG00000271484.1,ABI1P1,-0.046514,-0.14651,0.053486
ENSG00000273762.1,VN1R76P,-0.052816999999999996,-0.15282,0.047182999999999996
ENSG00000260364.1,AC009055.1,-0.057197000000000005,-0.1572,0.042802999999999994
ENSG00000151834.14,GABRA2,-0.062247000000000004,-0.16225,0.037752999999999995
ENSG00000254089.1,AC016885.2,-0.06716699999999999,-0.16717,0.032833
ENSG00000261706.1,LINC00165,-0.070172,-0.17017000000000002,0.029827999999999997
ENSG00000239570.1,SETP11,-0.07216900000000001,-0.17217000000000002,0.027831
ENSG00000126733.19,DACH2,-0.07231699999999999,-0.27232,0.027683
ENSG00000221870.2,,-0.078221,-0.17822000000000002,0.021779
ENSG00000227082.1,LINC02798,-0.11417999999999999,-0.21418,-0.014176
ENSG00000189423.10,USP32P3,-0.12764,-0.32764,0.072362
ENSG00000249806.1,AC139720.1,-0.12922999999999998,-0.32923,0.070768
ENSG00000260331.1,AC079148.1,-0.13223,-0.33223,-0.032233
ENSG00000280639.1,LINC02204,-0.13462000000000002,-0.33462,0.06538200000000001
ENSG00000172399.5,MYOZ2,-0.13819,-0.33819,0.061814999999999995
ENSG00000271474.1,AC106881.1,-0.1449,-0.3449,0.055101
ENSG00000183691.4,NOG,-0.14911,-0.34911,0.050891000000000006
ENSG00000279039.1,AC011447.6,-0.1749,-0.3749,0.025097
ENSG00000267097.1,SLC14A2-AS1,-0.17925,-0.37925,0.02075
ENSG00000253407.1,AC087341.1,-0.20744,-0.50744,-0.007437600000000001
ENSG00000102243.11,VGLL1,-0.21143,-0.51143,0.088573
ENSG00000189398.5,OR7E12P,-0.22775,-0.52775,0.072252
ENSG00000229481.2,,-0.22829000000000002,-0.62829,0.17171
ENSG00000260947.1,AL356489.2,-0.23474,-0.63474,0.065262
ENSG00000196368.4,NUDT11,-0.2395,-0.4395,-0.039495999999999996
ENSG00000220563.1,PKMP3,-0.24815,-0.54815,0.051848000000000005
ENSG00000187398.10,LUZP2,-0.25203000000000003,-0.75203,0.14797000000000002
ENSG00000280515.1,SALRNA2,-0.25835,-0.55835,0.041645999999999996
ENSG00000164037.15,SLC9B1,-0.30572,-0.60572,-0.0057214
ENSG00000274588.1,DGKK,-0.30730999999999997,-0.60731,-0.007312600000000001
ENSG00000117154.10,IGSF21,-0.32441,-0.72441,0.075587
ENSG00000227110.5,LMCD1-AS1,-0.34664,-0.64664,-0.04664
ENSG00000113205.4,PCDHB3,-0.34895,-0.74895,0.051049000000000004
ENSG00000207770.1,,-0.35431999999999997,-0.65432,-0.054324000000000004
ENSG00000147606.7,SLC26A7,-0.46893999999999997,-0.9689399999999999,0.031058
ENSG00000120324.6,PCDHB10,-0.5042800000000001,-0.90428,-0.10428
ENSG00000232480.1,TGFB2-AS1,-0.5157,-0.9157,-0.1157
ENSG00000147485.11,PXDNL,-0.52409,-0.92409,-0.12409
ENSG00000270223.1,,-0.52713,-1.1271,0.072869
ENSG00000272674.3,PCDHB16,-0.52886,-1.1289,0.071144
ENSG00000187151.6,ANGPTL5,-0.55874,-1.0587,-0.15874000000000002
ENSG00000081818.3,PCDHB4,-0.55997,-1.06,-0.059965
ENSG00000164591.12,MYOZ3,-0.5744600000000001,-1.0745,-0.074464
ENSG00000189430.11,NCR1,-0.58139,-0.98139,-0.18139
ENSG00000237248.4,LINC00987,-0.60928,-1.1093,-0.10928
ENSG00000158164.6,TMSB15A,-0.62721,-1.1272,-0.22721
ENSG00000186310.9,NAP1L3,-0.63022,-1.2302,-0.030222000000000002
ENSG00000196109.6,ZNF676,-0.63513,-1.2351,-0.035133
ENSG00000118276.10,B4GALT6,-0.64623,-1.2462,0.053770000000000005
ENSG00000150076.21,,-0.6499199999999999,-1.3499,0.050082999999999996
ENSG00000134627.10,PIWIL4,-0.65132,-1.2513,-0.051316999999999995
ENSG00000185985.8,SLITRK2,-0.68582,-1.3858,0.014176
ENSG00000179256.2,SMCO3,-0.69079,-1.2908,-0.09079
ENSG00000166770.9,ZNF667-AS1,-0.71509,-1.4151,0.084914
ENSG00000198155.5,ZNF876P,-0.72878,-1.3288,-0.22878
ENSG00000146858.7,ZC3HAV1L,-0.74245,-1.5424,0.057551
ENSG00000152154.9,TMEM178A,-0.74605,-1.546,-0.046048
ENSG00000237036.4,ZEB1-AS1,-0.7573,-1.3573,-0.1573
ENSG00000223756.5,TSSC2,-0.76425,-1.4642,-0.064248
ENSG00000007171.15,NOS2,-0.79277,-1.5928,-0.092774
ENSG00000261208.1,AL365475.1,-0.8512,-1.4512,-0.2512
ENSG00000198046.10,ZNF667,-0.88544,-1.5854,-0.18544000000000002
ENSG00000185737.11,NRG3,-0.8904799999999999,-1.6905,-0.090477
ENSG00000264705.1,AC090337.1,-0.91071,-1.6107,-0.21070999999999998
ENSG00000113248.5,PCDHB15,-0.91105,-1.811,0.08895399999999999
ENSG00000137338.5,PGBD1,-0.93778,-1.6378,-0.23778000000000002
ENSG00000233098.7,CCDC144NL-AS1,-0.9936200000000001,-1.6936,-0.19362000000000001
ENSG00000102245.6,CD40LG,-1.0104,-2.0104,-0.1104
ENSG00000240809.1,CAP1P1,-1.0263,-1.9263,-0.12629
ENSG00000186479.4,RGS7BP,-1.0469,-2.2469,0.05309199999999999
ENSG00000198205.6,ZXDA,-1.0506,-1.8506,-0.25061
ENSG00000279207.1,AC015813.6,-1.0726,-1.9726,-0.27263000000000004
ENSG00000173698.16,ADGRG2,-1.0758,-2.1758,0.12420999999999999
ENSG00000184515.9,BEX5,-1.1085,-1.9085,-0.40847
ENSG00000186854.9,TRABD2A,-1.1209,-2.4209,0.07914600000000001
ENSG00000178343.4,SHISA3,-1.1403,-2.0403,-0.14026
ENSG00000171649.10,ZIK1,-1.1905,-2.0905,-0.2905
ENSG00000112186.10,CAP2,-1.2038,-2.5038,-0.0038189
ENSG00000102383.12,ZDHHC15,-1.2532,-2.2532,-0.25322
ENSG00000171827.9,ZNF570,-1.266,-2.5660000000000003,0.033972
ENSG00000213988.8,ZNF90,-1.3954,-3.0954,0.20461
ENSG00000144792.8,ZNF660,-1.4140000000000001,-2.5140000000000002,-0.21403000000000003
ENSG00000188227.11,ZNF793,-1.4523,-2.7523,-0.15231
ENSG00000140470.12,ADAMTS17,-1.4974,-2.9974,0.10262
ENSG00000129680.14,MAP7D3,-1.5389,-3.8389,0.7611399999999999
ENSG00000169239.11,CA5B,-1.5976,-4.1976,0.90243
ENSG00000138780.13,GSTCD,-1.6367,-3.0367,-0.13672
ENSG00000176293.18,ZNF135,-1.676,-2.8760000000000003,-0.37601
ENSG00000198453.11,ZNF568,-1.8101,-3.3101,-0.21011
ENSG00000130226.15,DPP6,-1.8995,-3.2995,-0.59947
ENSG00000155016.16,CYP2U1,-1.9495,-3.8495,-0.14953
ENSG00000196459.12,TRAPPC2,-1.9967,-3.4967,-0.49668999999999996
ENSG00000279453.1,Z99129.4,-2.1179,-3.7179,-0.41785
ENSG00000137960.5,GIPC2,-2.1277,-3.6277,-0.62774
ENSG00000256229.6,ZNF486,-2.1629,-4.5629,0.1371
ENSG00000185052.10,SLC24A3,-2.1647,-3.9647,-0.36467
ENSG00000130224.13,LRCH2,-2.1892,-4.0892,-0.2892
ENSG00000235505.6,CASP4LP,-2.3797,-4.2797,-0.47967
ENSG00000111796.3,KLRB1,-2.4213,-4.1213,-0.82134
ENSG00000119865.7,CNRIP1,-2.4849,-4.6849,-0.28492
ENSG00000144935.13,TRPC1,-2.5474,-4.7474,-0.24741
ENSG00000152779.13,SLC16A12,-2.7898,-5.0898,-0.3898
ENSG00000008277.13,ADAM22,-2.8778,-5.1778,-0.67776
ENSG00000136895.17,GARNL3,-2.9183,-5.0183,-0.61834
ENSG00000148468.15,FAM171A1,-2.98,-5.38,-0.47996000000000005
ENSG00000206052.9,DOK6,-3.0763,-5.4763,-0.6763
ENSG00000171451.13,DSEL,-3.2528,-5.5528,-0.95283
ENSG00000158555.13,GDPD5,-3.2531,-5.4531,-1.0531
ENSG00000259976.1,AC093010.2,-3.3684,-5.3684,-1.3684
ENSG00000150275.16,PCDH15,-3.5167,-8.0167,0.68333
ENSG00000168077.12,SCARA3,-3.6738,-7.7738,0.5262100000000001
ENSG00000197124.10,ZNF682,-3.6825,-6.1825,-1.3825
ENSG00000151693.8,ASAP2,-3.8627,-7.2627,-0.4627
ENSG00000081665.12,ZNF506,-3.8939999999999997,-6.593999999999999,-1.194
ENSG00000072501.16,SMC1A,-3.9152,-9.5152,2.1848
ENSG00000182836.8,PLCXD3,-4.3406,-7.3406,-1.4406
ENSG00000162614.17,NEXN,-4.7401,-8.5401,-0.94009
ENSG00000104723.19,TUSC3,-4.9395,-9.0395,-1.0395
ENSG00000135643.4,KCNMB4,-5.013999999999999,-8.613999999999999,-1.514
ENSG00000038295.6,TLL1,-5.1191,-9.3191,-1.3191
ENSG00000138639.16,ARHGAP24,-5.2894,-8.5894,-1.7894
ENSG00000186469.7,GNG2,-5.4139,-9.4139,-1.1139
ENSG00000134569.8,LRP4,-5.4299,-10.73,-0.22991
ENSG00000183091.18,NEB,-5.6366,-10.037,-1.1366
ENSG00000092969.10,TGFB2,-5.6595,-9.3595,-1.8595
ENSG00000114200.8,BCHE,-5.662999999999999,-10.663,-0.6630199999999999
ENSG00000005889.14,ZFX,-6.2252,-11.725,-0.8252
ENSG00000109452.11,INPP4B,-6.3625,-14.763,2.5375
ENSG00000198771.9,RCSD1,-6.5027,-11.902999999999999,-1.1027
ENSG00000205726.12,ITSN1,-6.5732,-12.573,-0.67323
ENSG00000101333.15,PLCB4,-6.822,-11.622,-1.422
ENSG00000118922.15,KLF12,-6.8293,-11.529000000000002,-2.1293
ENSG00000117834.11,SLC5A9,-7.0119,-11.112,-3.0119
ENSG00000169855.18,ROBO1,-7.3955,-13.395,-1.2955
ENSG00000106819.10,ASPN,-7.9918,-15.692,-0.99179
ENSG00000105968.17,H2AZ2,-8.8178,-14.418,-3.8178
ENSG00000147408.13,CSGALNACT1,-8.9286,-15.729000000000001,-1.8286
ENSG00000185008.16,ROBO2,-8.9619,-19.062,1.0381
ENSG00000234456.6,MAGI2-AS3,-9.1965,-15.797,-2.4965
ENSG00000150636.14,CCDC102B,-9.929,-16.529,-2.8289999999999997
ENSG00000106823.11,ECM2,-9.937999999999999,-17.538,-2.638
ENSG00000100592.14,DAAM1,-10.009,-17.109,-2.4092
ENSG00000185532.13,PRKG1,-10.469000000000001,-18.669,-1.2689
ENSG00000078596.9,ITM2A,-11.235999999999999,-17.535999999999998,-4.7364
ENSG00000171243.7,SOSTDC1,-11.261,-19.261,-3.9607
